periodo,idest,pering,programa,sexest,creditos,notafin,vecesmat
20141,200046,20122,Ingeniería Civil,M,3,3.4,1
20141,69230,20102,Ingeniería Civil,F,3,3.8,2
20141,199115,20122,Biología,F,3,3.3,1
20141,62318,20091,Ingeniería Civil,M,3,3.0,1
20141,75152,20121,Ingeniería Civil,F,3,3.0,1
20141,199443,20122,Ingeniería Civil,M,3,2.3,1
20141,69161,20102,Biología,F,3,3.1,1
20141,70723,20111,Ingeniería Civil,F,3,3.0,2
20141,73121,20112,Biología,F,3,3.1,1
20141,70430,20122,Biología,M,3,3.5,2
20141,199388,20122,Biología,M,3,3.0,1
20141,73374,20112,Ingeniería Civil,M,3,3.1,1
20141,75685,20121,Biología,F,3,3.5,1
20141,199733,20122,Biología,F,3,3.0,2
20141,200076,20122,Ingeniería Civil,M,3,3.3,1
20141,27160,20001,Ingeniería Civil,M,3,3.0,8
20141,73426,20112,Ingeniería Electrónica,M,3,4.1,1
20141,217954,20131,Ingeniería Civil,M,3,3.3,1
20141,73465,20112,Ingeniería Electrónica,M,3,3.6,1
20141,72448,20121,Ingeniería Civil,F,3,3.4,1
20141,200187,20122,Ingeniería Civil,F,3,4.0,1
20141,199481,20122,Ingeniería Civil,M,3,3.3,1
20141,72624,20112,Ingeniería Electrónica,M,3,3.6,1
20141,73317,20112,Ingeniería Electrónica,M,3,3.8,1
20141,199344,20122,Ingeniería Civil,M,3,3.5,1
20141,218406,20131,Ingeniería Civil,M,3,3.8,1
20141,65842,20101,Ingeniería Civil,F,3,3.9,3
20141,199358,20122,Ingeniería Civil,M,3,3.1,1
20141,200086,20122,Ingeniería Civil,M,3,3.3,1
20141,75670,20122,Ingeniería Civil,M,3,3.1,1
20141,199567,20122,Ingeniería Civil,M,3,3.3,1
20141,75401,20121,Ingeniería de Sistemas,M,3,3.0,1
20141,200117,20122,Ingeniería Civil,M,3,3.4,1
20141,64482,20102,Ingeniería de Sistemas,M,3,3.2,1
20141,73518,20112,Ingeniería Civil,M,3,3.2,1
20141,199880,20122,Ingeniería Civil,F,3,3.7,1
20141,70961,20111,Ingeniería Civil,M,3,3.7,2
20141,65991,20122,Ingeniería Civil,F,3,3.7,1
20141,199264,20122,Ingeniería Civil,M,3,3.4,1
20141,70832,20111,Ingeniería Civil,F,3,3.2,1
20141,200344,20122,Ingeniería Civil,M,3,3.1,1
20141,75787,20121,Ingeniería Civil,F,3,3.5,1
20141,75399,20121,Ingeniería Civil,M,3,3.3,1
20141,61282,20082,Ingeniería de Sistemas,M,3,3.1,1
20141,71130,20111,Ingeniería Civil,M,3,3.1,2
20141,199056,20122,Ingeniería Civil,M,3,3.0,1
20141,199331,20122,Ingeniería Civil,F,3,3.4,1
20141,72883,20121,Ingeniería Civil,M,3,3.4,2
20141,198118,20121,Matemáticas Aplicadas,F,3,3.4,1
20141,199013,20122,Ingeniería Civil,F,3,4.8,1
20141,199106,20122,Ingeniería Civil,F,3,4.0,1
20141,199733,20122,Biología,F,3, ,2
20141,200103,20122,Ingeniería Civil,F,3,3.0,1
20141,199075,20122,Ingeniería Civil,F,3,3.0,1
20141,71277,20111,Ingeniería Electrónica,M,3,3.1,1
20141,200118,20122,Ingeniería Civil,F,3,4.2,1
20141,199014,20122,Ingeniería Civil,M,3,4.9,1
20141,200240,20122,Ingeniería Civil,M,3,4.7,1
20141,199066,20122,Ingeniería Civil,F,3,4.2,1
20141,199297,20122,Ingeniería Civil,F,3,2.7,1
20141,199514,20122,Ingeniería Civil,M,3,3.2,1
20141,68920,20102,Ingeniería Electrónica,F,3,3.1,2
20141,199631,20122,Ingeniería Civil,F,3,3.0,1
20141,199980,20122,Ingeniería Civil,M,3,3.0,1
20141,217906,20131,Ingeniería Civil,F,3,2.5,1
20141,34275,20092,Ingeniería de Sistemas,M,3,2.7,1
20141,199951,20122,Ingeniería Civil,F,3,3.2,1
20141,199365,20122,Ingeniería Civil,M,3,3.5,1
20141,70644,20111,Ingeniería Civil,M,3,1.9,1
20141,198887,20122,Ingeniería Civil,M,3,3.1,1
20141,199339,20122,Ingeniería Civil,F,3,3.2,1
20141,198879,20122,Ingeniería Civil,F,3,3.4,1
20141,199651,20122,Ingeniería Civil,F,3,3.6,1
20141,199549,20122,Ingeniería Civil,M,3,3.2,1
20141,75165,20121,Ingeniería Civil,F,3,3.0,1
20141,199158,20122,Ingeniería Civil,M,3,4.4,1
20141,68838,20141,Ingeniería Civil,M,3,2.5,1
20141,199034,20122,Ingeniería Civil,M,3,3.3,1
20141,199588,20122,Ingeniería Civil,M,3,4.3,1
20141,199284,20122,Ingeniería Civil,M,3,3.4,1
20141,199609,20122,Ingeniería Civil,M,3,3.1,1
20141,200362,20122,Ingeniería Civil,M,3,3.2,1
20142,59264,20081,Ingeniería de Sistemas,M,3,3.3,1
20142,200379,20122,Ingeniería Civil,M,3,3.8,1
20142,75597,20121,Ingeniería Electrónica,M,3,3.4,1
20142,73057,20112,Ingeniería de Sistemas,M,3,3.8,1
20142,218494,20131,Ingeniería Civil,F,3,3.1,1
20142,72572,20122,Ingeniería Electrónica,M,3,4.2,1
20142,75691,20121,Ingeniería Electrónica,M,3,3.4,1
20142,75323,20121,Ingeniería Electrónica,M,3,4.2,1
20142,74224,20112,Ingeniería Civil,M,3,3.8,1
20142,70644,20111,Ingeniería Civil,M,3,3.2,2
20142,199590,20122,Ingeniería Civil,M,3,4.3,1
20142,64602,20092,Ingeniería Electrónica,M,3,3.1,1
20142,199324,20122,Ingeniería Civil,M,3,4.2,1
20142,220376,20132,Ingeniería Civil,M,3,3.2,1
20142,67635,20102,Ingeniería Electrónica,M,3,3.2,1
20142,73334,20112,Biología,F,3,3.0,1
20142,217952,20141,Biología,F,3,3.0,1
20142,217133,20131,Ingeniería Civil,M,3,3.5,1
20142,74933,20121,Ingeniería Civil,M,3,4.0,1
20142,217320,20131,Ingeniería Civil,M,3, ,1
20142,216194,20131,Ingeniería Civil,M,3,4.0,1
20142,218628,20131,Ingeniería Civil,F,3,3.3,1
20142,75847,20121,Ingeniería Civil,M,3,3.1,1
20142,183278,20121,Ingeniería Electrónica,M,3,3.1,1
20142,198906,20122,Ingeniería Civil,M,3,2.0,1
20142,183333,20121,Ingeniería Electrónica,M,3,3.8,1
20142,218022,20131,Ingeniería Civil,M,3,3.2,1
20142,224439,20141,Ingeniería de Sistemas,M,3,3.3,1
20142,73847,20112,Ingeniería de Sistemas,M,3,4.3,2
20142,73073,20112,Ingeniería Electrónica,M,3,3.8,1
20142,68722,20102,Ingeniería de Sistemas,M,3,4.1,1
20142,73767,20131,Ingeniería Civil,F,3,4.2,1
20142,65759,20101,Ingeniería de Sistemas,M,3,4.2,1
20142,199316,20122,Ingeniería de Sistemas,M,3,4.7,1
20142,75720,20121,Ingeniería Civil,M,3,4.1,1
20142,75474,20121,Ingeniería Civil,M,3,3.4,1
20142,183166,20121,Ingeniería Civil,M,3,3.3,1
20142,217756,20131,Ingeniería Civil,F,3,4.1,1
20142,73885,20112,Ingeniería de Sistemas,M,3,3.9,1
20142,68838,20141,Ingeniería Civil,M,3,3.5,2
20142,199297,20122,Ingeniería Civil,F,3,4.2,2
20142,199394,20122,Ingeniería Electrónica,M,3,3.5,1
20142,183247,20121,Ingeniería Civil,M,3,4.5,2
20142,75602,20121,Ingeniería Electrónica,M,3,4.2,1
20142,70456,20111,Ingeniería de Sistemas,M,3,3.8,1
20142,200096,20122,Ingeniería Civil,F,3,4.3,1
20142,220475,20132,Ingeniería Civil,M,3,4.4,1
20142,199532,20122,Ingeniería Civil,M,3,3.2,1
20142,199200,20122,Ingeniería de Sistemas,M,3,3.5,1
20142,202263,20131,Biología,M,3,3.9,1
20142,183127,20122,Ingeniería Civil,F,3,3.4,1
20142,61254,20082,Ingeniería de Sistemas,M,3,3.5,1
20142,200363,20131,Biología,M,3,3.3,1
20142,202218,20131,Biología,M,3,3.8,1
20142,58665,20081,Ingeniería Electrónica,M,3,3.4,1
20142,75604,20121,Ingeniería Civil,M,3,4.1,1
20142,198727,20122,Ingeniería Civil,F,3,4.1,1
20142,183340,20121,Ingeniería Civil,F,3,3.4,1
20142,218310,20131,Ingeniería Civil,M,3,2.4,1
20142,217377,20131,Ingeniería Civil,F,3,3.2,1
20142,217906,20131,Ingeniería Civil,F,3,3.3,2
20142,199363,20131,Negocios Internacionales,F,3,3.9,1
20142,217345,20131,Negocios Internacionales,F,3,3.5,1
20142,199110,20131,Negocios Internacionales,M,3,3.1,1
20142,199749,20131,Matemáticas Aplicadas,M,3,3.1,1
20142,217090,20131,Negocios Internacionales,F,3,3.8,1
20142,199306,20131,Negocios Internacionales,F,3,3.1,1
20142,217421,20131,Negocios Internacionales,M,3,3.5,1
20142,56619,20071,Ingeniería Industrial,M,3,2.2,1
20142,199090,20131,Negocios Internacionales,F,3,3.0,1
20142,74954,20131,Negocios Internacionales,M,3,3.1,1
20142,75198,20121,Ingeniería de Sistemas,M,3,3.0,1
20142,183215,20121,Ingeniería de Sistemas,M,3,3.3,1
20142,75370,20121,Ingeniería Civil,F,3,2.6,1
20142,200024,20131,Ingeniería Civil,M,3,4.4,1
20142,218633,20132,Ingeniería Civil,F,3, ,1
20142,74821,20121,Ingeniería Civil,M,3, ,1
20142,74863,20121,Ingeniería Civil,F,3,3.7,1
20151,2114480,20142,Ingeniería de Sistemas,M,3,1.2,1
20151,220408,20132,Ingeniería Civil,M,3,3.2,1
20151,220838,20132,Ingeniería Civil,M,3,3.1,1
20151,221104,20132,Ingeniería Civil,M,3,3.4,1
20151,224382,20141,Ingeniería Civil,M,3,2.9,1
20151,224567,20141,Ingeniería Civil,M,3,3.1,1
20151,198759,20122,Ingeniería Electrónica,F,3,2.8,1
20151,60990,20111,Ingeniería Electrónica,M,3,3.3,1
20151,224271,20141,Ingeniería Civil,M,3, ,1
20151,217587,20131,Ingeniería Civil,F,3,2.9,1
20151,199506,20122,Ingeniería Electrónica,M,3,4.3,1
20151,220451,20132,Ingeniería Civil,M,3,3.6,1
20151,1911337,20142,Ingeniería Electrónica,M,3,3.1,1
20151,67362,20102,Ingeniería Electrónica,M,4,3.3,2
20151,199206,20122,Biología,F,3,3.2,1
20151,199513,20122,Ingeniería de Sistemas,M,3,3.0,1
20151,75797,20141,Ingeniería Civil,M,3,3.0,1
20151,202254,20131,Ingeniería Civil,M,3,3.1,1
20151,199840,20122,Ingeniería Electrónica,M,3,3.0,1
20151,217739,20131,Biología,F,3,3.0,1
20151,73066,20112,Ingeniería de Sistemas,M,3,3.1,1
20151,220864,20141,Ingeniería Civil,M,3,3.9,1
20151,199842,20122,Ingeniería Electrónica,M,3,3.1,1
20151,220516,20132,Ingeniería Civil,F,3,3.3,1
20151,199850,20131,Ingeniería Civil,F,3,3.0,1
20151,74821,20121,Ingeniería Civil,M,3,1.3,2
20151,198994,20132,Ingeniería Civil,M,3,3.1,1
20151,224695,20142,Ingeniería Electrónica,M,3,3.8,1
20151,221578,20132,Ingeniería Civil,M,3,3.0,1
20151,198906,20122,Ingeniería Civil,M,3, ,2
20151,183156,20121,Ingeniería Civil,F,3,3.5,1
20151,26865,992,Ingeniería Electrónica,M,3, ,1
20151,216949,20131,Ingeniería Civil,F,3,3.8,1
20151,219841,20132,Ingeniería Civil,M,3,3.6,1
20151,73740,20112,Biología,M,3,2.6,1
20151,217094,20131,Ingeniería Civil,F,3,3.2,1
20151,75745,20121,Ingeniería Civil,F,3, ,1
20151,217376,20131,Ingeniería Civil,F,3,3.2,1
20151,221362,20132,Ingeniería Civil,M,3,2.4,1
20151,220449,20132,Ingeniería Civil,M,3,3.9,1
20151,1484765,20142,Ingeniería Civil,M,3,2.1,1
20151,73692,20112,Ingeniería Electrónica,M,3,3.3,1
20151,220581,20132,Biología,F,3,3.0,1
20151,220508,20132,Biología,F,3,3.0,1
20151,75169,20132,Ingeniería Civil,F,3,3.5,1
20151,217320,20131,Ingeniería Civil,M,3,3.6,2
20151,71599,20111,Ingeniería Civil,M,3,3.3,1
20151,224423,20141,Ingeniería Civil,M,3,3.8,1
20151,220254,20132,Ingeniería Civil,M,3,4.6,1
20151,217457,20131,Ingeniería Civil,M,3,3.3,1
20151,219774,20132,Ingeniería Civil,M,3,3.0,1
20151,1801187,20142,Ingeniería Civil,M,3, ,1
20151,217411,20131,Ingeniería Civil,M,3,3.5,1
20151,216948,20131,Ingeniería Civil,M,3,3.0,1
20151,199420,20122,Ingeniería Electrónica,M,3,3.0,1
20151,73265,20112,Ingeniería Civil,M,3,3.6,1
20151,67266,20102,Ingeniería de Sistemas,M,3,3.4,1
20151,217047,20131,Ingeniería Civil,M,3,3.7,1
20151,75316,20131,Ingeniería Civil,M,3,3.0,1
20151,1803530,20142,Ingeniería Civil,M,3, ,1
20151,217107,20131,Ingeniería Civil,F,3,3.5,1
20151,217408,20131,Ingeniería Civil,M,3,3.4,1
20151,218179,20131,Ingeniería Civil,F,3,3.2,1
20151,217016,20131,Ingeniería Civil,M,3,3.3,1
20151,223757,20141,Matemáticas Aplicadas,M,3,4.6,1
20151,220046,20132,Negocios Internacionales,M,3,3.2,1
20151,217942,20131,Negocios Internacionales,M,3, ,1
20151,218037,20131,Negocios Internacionales,F,3,3.3,1
20151,65951,20132,Negocios Internacionales,M,3,1.4,1
20151,201984,20131,Negocios Internacionales,F,3,3.9,1
20151,219808,20132,Negocios Internacionales,M,3,2.1,1
20151,202030,20141,Negocios Internacionales,F,3,2.1,1
20151,220349,20132,Negocios Internacionales,F,3,3.8,1
20151,220107,20151,Negocios Internacionales,F,3,2.6,1
20151,217060,20131,Negocios Internacionales,F,3,3.7,1
20152,221072,20132,Biología,F,3,3.3,1
20152,217100,20131,Ingeniería Civil,F,3,4.2,1
20152,75745,20121,Ingeniería Civil,F,3,3.1,2
20152,219749,20132,Ingeniería Civil,M,3,2.4,1
20152,218139,20131,Ingeniería Civil,F,3,3.9,1
20152,199069,20132,Matemáticas Aplicadas,F,3,4.1,1
20152,220753,20132,Ingeniería Civil,M,3,3.2,1
20152,220764,20132,Ingeniería Civil,M,3,3.4,1
20152,220570,20132,Ingeniería Civil,M,3,4.4,1
20152,5940463,20151,Ingeniería Civil,M,3,3.4,1
20152,220474,20132,Biología,F,3,3.6,1
20152,221062,20132,Ingeniería Civil,M,3,4.0,1
20152,218048,20131,Ingeniería Civil,M,3,3.4,1
20152,217967,20131,Ingeniería Civil,M,3,3.1,1
20152,218102,20131,Ingeniería Civil,M,3,3.1,1
20152,218433,20141,Ingeniería Civil,M,3,3.0,1
20152,217645,20131,Ingeniería Civil,M,3, ,1
20152,2359671,20142,Ingeniería Civil,M,3,3.2,1
20152,223021,20141,Biología,F,3,3.0,1
20152,224411,20141,Biología,M,3,3.0,1
20152,217837,20131,Ingeniería Civil,M,3,3.1,1
20152,198848,20141,Ingeniería Civil,F,3,3.1,1
20152,224382,20141,Ingeniería Civil,M,3,3.1,2
20152,220694,20132,Ingeniería Civil,M,3,3.5,1
20152,223712,20141,Ingeniería Civil,F,3,3.0,1
20152,218633,20132,Ingeniería Civil,F,3,3.3,2
20152,221391,20132,Biología,F,3,3.0,1
20152,74821,20121,Ingeniería Civil,M,3,3.1,3
20152,220684,20132,Ingeniería Civil,F,3,2.9,1
20152,217587,20131,Ingeniería Civil,F,3,3.3,2
20152,218021,20142,Biología,M,3,2.2,1
20152,199547,20122,Ingeniería Electrónica,M,3,0.7,1
20152,217944,20131,Ingeniería Electrónica,M,3,3.4,1
20152,220211,20141,Ingeniería Civil,M,3,3.3,1
20152,220352,20132,Ingeniería Civil,M,3,3.6,1
20152,72890,20112,Ingeniería de Sistemas,M,3,3.3,1
20152,220234,20132,Ingeniería de Sistemas,M,3,3.9,1
20152,34275,20092,Ingeniería de Sistemas,M,3,3.2,2
20152,200020,20122,Ingeniería Electrónica,F,3,3.4,1
20152,200000,20132,Ingeniería Civil,F,3,4.0,1
20152,199961,20131,Ingeniería Electrónica,M,3,4.7,1
20152,199081,20132,Ingeniería Civil,M,3,3.5,1
20152,221121,20132,Ingeniería Civil,F,3,3.7,1
20152,220400,20132,Ingeniería Civil,F,3,3.7,1
20152,217797,20131,Ingeniería Electrónica,M,3,3.1,1
20152,221220,20132,Biología,F,3,3.0,1
20152,223745,20141,Negocios Internacionales,F,3,4.0,1
20152,221362,20132,Ingeniería Civil,M,3,3.3,2
20152,217114,20151,Administración de Empresas,M,3,3.1,1
20152,199759,20131,Ingeniería Electrónica,M,3,3.0,1
20152,74062,20112,Biología,M,3,3.5,1
20152,220695,20132,Ingeniería Civil,F,3,3.0,1
20152,72208,20112,Ingeniería Civil,M,3,3.4,1
20152,199349,20122,Ingeniería Electrónica,M,3,3.4,1
20152,183313,20121,Ingeniería Electrónica,M,3,3.1,1
20152,73740,20112,Biología,M,3,3.4,2
20152,221252,20132,Ingeniería Civil,M,3, ,1
20152,220830,20132,Ingeniería Civil,F,3,4.9,1
20152,218045,20131,Ingeniería Electrónica,F,3,3.2,1
20152,223268,20141,Ingeniería Electrónica,M,3,3.2,1
20152,220880,20132,Negocios Internacionales,F,3,3.4,1
20152,220779,20132,Negocios Internacionales,F,3,3.3,1
20152,220402,20132,Negocios Internacionales,M,3,2.6,1
20152,220239,20132,Negocios Internacionales,M,3,3.4,1
20152,220364,20132,Negocios Internacionales,F,3,3.1,1
20152,220353,20132,Negocios Internacionales,F,3,3.5,1
20152,220643,20132,Negocios Internacionales,M,3,4.2,1
20152,220623,20132,Negocios Internacionales,F,3,4.0,1
20152,220435,20132,Negocios Internacionales,F,3,3.2,1
20152,221347,20132,Negocios Internacionales,M,3,4.5,1
20152,217037,20132,Negocios Internacionales,F,3,3.0,1
20152,221866,20132,Negocios Internacionales,M,3,4.0,1
20152,199429,20132,Negocios Internacionales,F,3,3.7,1
20152,220132,20132,Negocios Internacionales,F,3,4.2,1
20152,220921,20132,Negocios Internacionales,M,3,3.2,1
20152,217122,20131,Negocios Internacionales,M,3,3.0,1
20152,221005,20132,Negocios Internacionales,M,3,2.7,1
20152,199659,20142,Negocios Internacionales,M,3,3.0,1
20152,217660,20131,Negocios Internacionales,M,3,2.8,1
20152,202030,20141,Negocios Internacionales,F,3,3.5,2
20152,220898,20132,Negocios Internacionales,M,3,3.0,1
20152,221047,20132,Negocios Internacionales,M,3,2.5,1
20152,64356,20131,Negocios Internacionales,F,3,3.0,1
20152,220905,20132,Negocios Internacionales,M,3,2.6,1
20152,219638,20132,Negocios Internacionales,F,3,2.6,1
20152,220917,20152,Negocios Internacionales,M,3,3.2,1
20152,218510,20131,Negocios Internacionales,F,3, ,1
20152,218135,20131,Negocios Internacionales,F,3,3.0,1
20152,217541,20141,Negocios Internacionales,M,3,3.0,1
20161,224303,20141,Ingeniería Civil,M,3,3.2,1
20161,183217,20132,Ingeniería Civil,M,3,3.5,1
20161,220212,20132,Ingeniería Electrónica,M,3,4.0,1
20161,224370,20141,Ingeniería Electrónica,M,3,4.0,1
20161,1893577,20142,Biología,F,3,2.7,1
20161,224829,20141,Ingeniería Civil,M,3,3.2,1
20161,224495,20141,Ingeniería Civil,M,3,2.8,1
20161,224513,20142,Biología,M,3,3.2,1
20161,222899,20141,Ingeniería Civil,M,3,3.4,1
20161,70101,20132,Ingeniería Electrónica,F,3,4.8,1
20161,218507,20131,Ingeniería Civil,M,3,2.7,1
20161,217946,20131,Ingeniería Civil,M,3,3.0,1
20161,2314365,20142,Biología,F,3,2.8,1
20161,2118700,20142,Biología,M,3,2.5,1
20161,218313,20132,Ingeniería Civil,F,3,3.7,1
20161,73803,20112,Ingeniería Civil,M,3,2.8,1
20161,61863,20091,Ingeniería de Sistemas,M,3,2.8,1
20161,221221,20151,Biología,F,3,2.5,1
20161,221252,20132,Ingeniería Civil,M,3,3.1,2
20161,223591,20142,Ingeniería Civil,M,3,3.9,1
20161,221267,20132,Ingeniería Electrónica,M,3,3.3,1
20161,1910630,20142,Biología,M,3,3.0,1
20161,223554,20141,Ingeniería Civil,M,3,3.6,1
20161,221289,20141,Ingeniería Civil,M,3,3.2,1
20161,75479,20122,Ingeniería Electrónica,M,3,3.0,1
20161,63950,20091,Ingeniería Civil,M,3,2.8,1
20161,2336323,20142,Ingeniería Electrónica,M,3,3.3,1
20161,217966,20131,Ingeniería Civil,M,3,3.0,1
20161,221476,20141,Biología,F,3,2.6,1
20161,220966,20132,Ingeniería Civil,F,3,3.8,1
20161,224681,20141,Ingeniería Civil,F,3,3.4,1
20161,220602,20132,Ingeniería Civil,M,3,3.0,1
20161,224752,20141,Ingeniería Civil,M,3,3.6,1
20161,200150,20122,Ingeniería Civil,F,3,3.6,1
20161,216199,20131,Ingeniería de Sistemas,F,3,4.4,1
20161,73020,20121,Ingeniería de Sistemas,M,3,3.6,1
20161,219698,20132,Ingeniería Electrónica,M,3,4.5,1
20161,223400,20141,Ingeniería Civil,F,3,4.2,1
20161,217713,20131,Ingeniería Electrónica,F,3,4.0,1
20161,224904,20141,Ingeniería Civil,M,3,4.0,1
20161,220897,20132,Ingeniería Electrónica,M,3,3.4,1
20161,221012,20132,Ingeniería Electrónica,M,3,4.3,1
20161,222926,20141,Ingeniería Civil,M,3,3.5,1
20161,1733985,20142,Ingeniería Civil,F,3,3.7,1
20161,202176,20131,Ingeniería Electrónica,M,3,3.3,1
20161,223534,20141,Ingeniería Civil,M,3,4.6,1
20161,202257,20131,Ingeniería Electrónica,F,3,3.6,1
20161,220734,20132,Ingeniería Electrónica,M,3,4.5,1
20161,224045,20141,Ingeniería Civil,M,3,4.7,1
20161,224966,20141,Ingeniería Civil,M,3,3.7,1
20161,220794,20132,Ingeniería Electrónica,M,3,3.6,1
20161,220683,20132,Ingeniería Civil,M,3,3.6,1
20161,220431,20132,Ingeniería Electrónica,F,3,4.9,1
20161,1715281,20142,Ingeniería Civil,M,3,3.6,1
20161,221109,20141,Ingeniería Civil,M,3,4.8,1
20161,65368,20092,Ingeniería de Sistemas,M,3,3.2,1
20161,224967,20141,Ingeniería Civil,M,3,3.0,1
20161,220427,20132,Ingeniería Electrónica,F,3,4.5,1
20161,224280,20141,Matemáticas Aplicadas,F,3,3.6,1
20161,223274,20142,Ingeniería Civil,F,3,4.4,1
20161,219749,20132,Ingeniería Civil,M,3,3.1,2
20161,221482,20141,Ingeniería Civil,M,3,3.1,1
20161,224533,20141,Ingeniería Civil,M,3,3.9,1
20161,225204,20141,Ingeniería Civil,M,3,3.4,1
20161,217516,20131,Ingeniería Electrónica,M,3,3.1,1
20161,224772,20141,Ingeniería Civil,M,3,3.8,1
20161,224697,20141,Ingeniería Civil,F,3,4.5,1
20161,221389,20132,Ingeniería Civil,F,3,3.5,1
20161,217014,20131,Ingeniería de Sistemas,M,3,4.1,1
20161,220905,20132,Negocios Internacionales,M,3,3.0,2
20161,198764,20141,Negocios Internacionales,M,3,3.1,1
20161,221005,20132,Negocios Internacionales,M,3,3.1,2
20161,221047,20132,Negocios Internacionales,M,3,2.4,2
20161,220600,20132,Negocios Internacionales,M,3,3.0,1
20161,74852,20151,Negocios Internacionales,M,3,2.3,1
20161,222867,20141,Negocios Internacionales,M,3,3.6,1
20161,1873472,20142,Ingeniería Civil,M,3,4.7,1
20161,224470,20141,Negocios Internacionales,F,3,2.0,1
20161,220402,20132,Negocios Internacionales,M,3,3.0,2
20161,224700,20142,Ingeniería Electrónica,M,3,3.7,1
20161,68698,20102,Ingeniería Electrónica,M,3,3.1,1
20161,223165,20142,Negocios Internacionales,M,3, ,1
20161,221272,20141,Negocios Internacionales,F,3,3.5,1
20161,219791,20132,Negocios Internacionales,M,3,2.7,1
20161,75872,20121,Ingeniería de Sistemas,M,3,3.5,1
20161,223828,20141,Ingeniería Civil,M,3,3.9,1
20161,224360,20141,Matemáticas Aplicadas,M,3,3.9,1
20161,2051519,20142,Matemáticas Aplicadas,M,3,3.7,1
20161,220745,20132,Negocios Internacionales,M,3, ,1
20161,220803,20151,Negocios Internacionales,M,3,3.0,1
20161,220741,20141,Negocios Internacionales,M,3,2.3,1
20161,224355,20141,Ingeniería Civil,M,3,3.0,1
20161,221451,20132,Negocios Internacionales,F,3,3.8,1
20161,221275,20132,Negocios Internacionales,F,3,4.1,1
20161,220690,20132,Negocios Internacionales,M,3,4.2,1
20161,221080,20132,Negocios Internacionales,F,3,3.8,1
20161,200116,20152,Negocios Internacionales,M,3,3.4,1
20161,217660,20131,Negocios Internacionales,M,3,3.6,2
20161,217942,20131,Negocios Internacionales,M,3,3.6,2
20161,221266,20132,Negocios Internacionales,M,3,3.7,1
20161,219638,20132,Negocios Internacionales,F,3,3.3,2
20161,221064,20132,Negocios Internacionales,F,3,3.3,1
20161,218790,20132,Negocios Internacionales,F,3,3.5,1
20161,220179,20132,Negocios Internacionales,F,3,3.0,1
20161,218201,20141,Negocios Internacionales,M,3,3.0,1
20161,220476,20132,Negocios Internacionales,M,3,3.1,1
20161,183255,20141,Negocios Internacionales,F,3,3.7,1
20161,218510,20131,Negocios Internacionales,F,3,3.7,2
20162,221203,20132,Negocios Internacionales,M,3,3.3,1
20162,1557923,20142,Ingeniería Civil,M,3,3.1,1
20162,2224033,20142,Negocios Internacionales,F,3,3.7,1
20162,224463,20141,Ingeniería Civil,M,3,3.1,1
20162,222912,20141,Negocios Internacionales,M,3,3.1,1
20162,220936,20141,Negocios Internacionales,M,3,3.3,1
20162,2207925,20151,Negocios Internacionales,F,3,3.2,1
20162,220745,20132,Negocios Internacionales,M,3,3.4,2
20162,219702,20132,Negocios Internacionales,M,3,3.1,1
20162,1333604,20151,Negocios Internacionales,F,3,3.5,1
20162,217529,20131,Negocios Internacionales,M,3,3.6,1
20162,223678,20141,Negocios Internacionales,M,3,3.3,1
20162,73803,20112,Ingeniería Civil,M,3,3.3,2
20162,1873000,20142,Negocios Internacionales,F,3,4.3,1
20162,8929954,20162,Ingeniería Civil,F,3,3.1,1
20162,1733749,20142,Negocios Internacionales,M,3,3.0,1
20162,2113772,20142,Negocios Internacionales,M,3,3.0,1
20162,2046837,20142,Biología,M,3,3.0,1
20162,220203,20142,Negocios Internacionales,F,3,3.9,1
20162,199704,20141,Negocios Internacionales,M,3,3.7,1
20162,221030,20132,Negocios Internacionales,M,3,3.0,1
20162,2114008,20142,Biología,F,3,3.1,1
20162,2271834,20142,Biología,F,3,3.0,1
20162,1893577,20142,Biología,F,3,3.1,2
20162,2314365,20142,Biología,F,3,3.4,2
20162,72694,20152CV,Biología,M,3,3.7,1
20162,220310,20151,Biología,M,3,3.5,1
20162,221476,20141,Biología,F,3,3.3,2
20162,2118700,20142,Biología,M,3,3.2,2
20162,223113,20141,Biología,F,3,3.0,1
20162,219791,20132,Negocios Internacionales,M,3,3.4,2
20162,2159111,20142,Negocios Internacionales,M,3,3.4,1
20162,221221,20151,Biología,F,3,3.2,2
20162,2610081,20142,Negocios Internacionales,F,3,3.7,1
20162,5943908,20151,Ingeniería Civil,F,3,3.1,1
20162,2006621,20142,Ingeniería Civil,M,3,4.1,1
20162,72946,20112,Ingeniería Electrónica,F,3,3.6,1
20162,59242,20081,Ingeniería de Sistemas,M,3,3.3,1
20162,2165431,20142,Ingeniería Civil,M,3,3.9,1
20162,2341003,20151,Matemáticas Aplicadas,M,3,3.6,1
20162,223705,20141,Ingeniería Civil,F,3,3.1,1
20162,220240,20132,Ingeniería de Sistemas,M,3,4.5,1
20162,1552364,20142,Ingeniería Civil,M,3,4.2,1
20162,2053628,20142,Ingeniería Civil,F,3,3.6,1
20162,224428,20141,Ingeniería Civil,M,3,3.6,1
20162,5256914,20151,Ingeniería Civil,M,3,3.7,1
20162,2006384,20142,Ingeniería Civil,M,3,3.5,1
20162,220577,20132,Ingeniería de Sistemas,M,3,4.0,1
20162,224517,20142,Ingeniería Civil,M,3,3.3,1
20162,5787771,20151,Ingeniería Civil,F,3,4.2,1
