periodo,idest,pering,programa,sexest,creditos,notafin,vecesmat
20191,8931502,20171,Ingeniería Civil,M,3,3.6,1
20191,8935456,20171,Ingeniería Civil,M,3,3.9,1
20191,8932369,20162,Ingeniería de Sistemas,M,3,4.4,1
20191,8932747,20162,Ingeniería de Sistemas,F,3,4.1,1
20191,8916430,20161,Ingeniería de Sistemas,M,3,4.0,1
20191,8918767,20161,Ingeniería de Sistemas,M,3,2.7,1
20191,8935484,20171,Ingeniería Civil,M,3,4.6,1
20191,8935877,20171,Ingeniería Civil,F,3,3.7,1
20191,8934652,20171,Ingeniería Civil,M,3,4.4,1
20191,8912292,20161,Ingeniería de Sistemas,M,3,3.8,1
20191,8935341,20171,Ingeniería Civil,M,3,4.7,1
20191,6036110,20162,Ingeniería de Sistemas,F,3,4.2,2
20191,8935578,20171,Ingeniería Civil,F,3,4.1,1
20191,8938850,20172,Biología,F,3,3.7,1
20191,8931457,20162,Ingeniería Civil,M,3,3.5,1
20191,8939130,20172,Ingeniería Civil,M,3,4.0,1
20191,5943663,20172,Ingeniería Civil,M,3,4.1,1
20191,8938994,20172,Ingeniería Civil,M,3,4.8,1
20191,8912583,20152,Ingeniería Civil,M,3,2.5,2
20191,8937604,20172,Biología,M,3,4.6,1
20191,8913530,20152,Ingeniería de Sistemas,M,3,2.9,1
20191,75892,20121,Ingeniería Civil,M,3,3.1,2
20191,8926036,20162,Ingeniería de Sistemas,M,3,3.4,1
20191,8935219,20171,Ingeniería Civil,M,3,2.7,1
20191,8935490,20171,Ingeniería Civil,M,3,3.0,1
20191,8924459,20161,Ingeniería de Sistemas,M,3,3.1,1
20191,8934729,20171,Ingeniería Civil,F,3,2.7,1
20191,8934966,20171,Ingeniería Civil,M,3,3.6,1
20191,5435091,20151,Ingeniería Electrónica,M,3,3.1,1
20191,8935208,20171,Ingeniería Civil,M,3,2.5,1
20191,8937869,20172,Ingeniería Civil,M,3,3.0,1
20191,8911440,20162,Ingeniería Civil,M,3,3.6,2
20191,8917345,20161,Biología,M,3,3.7,2
20191,8747435,20171,Negocios Internacionales,F,3,2.7,1
20191,224367,20141,Ingeniería Civil,F,3,4.1,3
20191,8935100,20171,Ingeniería Civil,F,3, ,1
20191,8919689,20161,Ingeniería Electrónica,M,3,0.8,1
20191,8923879,20161,Ingeniería Civil,F,3,3.9,2
20191,8940311,20172,Ingeniería Civil,M,3,4.7,1
20191,8935150,20171,Negocios Internacionales,F,3,4.5,1
20191,8940044,20172,Negocios Internacionales,F,3,4.2,1
20191,8911898,20162,Negocios Internacionales,M,3,3.8,1
20191,8938936,20172,Negocios Internacionales,M,3,4.3,1
20191,2022037,20191,Negocios Internacionales,M,3,3.1,1
20191,8938385,20172,Negocios Internacionales,F,3,4.7,1
20191,8938932,20172,Negocios Internacionales,M,3,3.6,1
20191,8931206,20162,Negocios Internacionales,F,3,3.4,1
20191,8931867,20162,Negocios Internacionales,F,3,3.4,1
20191,8924769,20162,Negocios Internacionales,F,3,3.0,1
20191,1512775,20191,Negocios Internacionales,F,3,3.5,1
20191,2321163,20142,Ingeniería Civil,M,3,3.0,2
20191,8935795,20171,Ingeniería Civil,F,3,3.6,1
20191,8934974,20171,Ingeniería Civil,M,3,4.2,1
20191,8935245,20171,Ingeniería Civil,M,3,3.9,1
20191,8935905,20171,Ingeniería Civil,M,3,3.3,1
20191,8911344,20172,Negocios Internacionales,M,3,4.0,1
20191,8940505,20172,Negocios Internacionales,M,3,4.1,1
20191,8935482,20171,Negocios Internacionales,F,3,3.3,1
20191,8935355,20171,Biología,F,3,3.0,1
20191,1982250,20142,Biología,M,3,2.3,1
20191,8932484,20162,Biología,M,3,2.6,2
20191,2632271,20142,Biología,M,3,3.0,2
20191,8751679,20152,Ingeniería Electrónica,M,3,2.7,2
20191,217302,20142,Ingeniería Civil,M,3,3.3,4
20191,8934926,20171,Negocios Internacionales,M,3,2.7,2
20191,8931403,20162,Biología,M,3,3.0,1
20191,8932495,20171,Negocios Internacionales,M,3,3.1,1
20191,8931322,20162,Negocios Internacionales,F,3,3.0,1
20191,8912422,20152,Negocios Internacionales,M,3, ,1
20191,5437935,20151,Biología,M,3,2.5,2
20191,8934768,20171,Ingeniería Civil,M,3,4.5,1
20191,8934935,20171,Ingeniería Civil,M,3,3.7,1
20191,8932423,20162,Negocios Internacionales,M,3,3.3,1
20191,8918257,20161,Negocios Internacionales,F,3,3.9,1
20191,8932719,20162,Negocios Internacionales,F,3,3.8,1
20191,1709657,20142,Negocios Internacionales,M,3,3.0,2
20191,220286,20141,Negocios Internacionales,F,3, ,1
20191,8914717,20162,Negocios Internacionales,F,3,3.3,1
20191,5876783,20161,Negocios Internacionales,F,3,2.7,1
20191,200200,20171,Negocios Internacionales,M,3,3.2,3
20191,6017925,20182,Negocios Internacionales,M,3,3.5,1
20191,8920417,20161,Ingeniería Civil,M,3,3.7,3
20191,5892033,20162,Negocios Internacionales,F,3,3.3,1
20191,8932278,20162,Ingeniería Civil,M,3,3.9,1
20191,8926269,20162,Negocios Internacionales,M,3,3.3,1
20191,8935593,20171,Negocios Internacionales,F,3,3.1,1
20191,8934614,20171,Ingeniería Civil,M,3,3.3,1
20191,2117763,20142,Negocios Internacionales,M,3, ,2
20191,8938832,20172,Ingeniería Civil,F,3,4.1,1
20191,8935666,20171,Ingeniería Civil,F,3,3.7,1
20191,5477444,20151,Contaduría Pública,F,3,3.6,1
20191,8933210,20172,Ingeniería Civil,F,3,3.0,1
20191,8934834,20171,Ingeniería Civil,M,3,3.6,1
20191,8934975,20171,Ingeniería Civil,M,3,3.7,1
20191,8935492,20171,Ingeniería Civil,M,3,2.5,1
20191,8936050,20171,Ingeniería Civil,M,3,4.5,1
20191,8935571,20171,Ingeniería Civil,M,3,4.4,1
20191,8934989,20171,Ingeniería Civil,M,3,4.2,1
20191,8913369,20171,Ingeniería Civil,M,3,3.8,1
20191,8934679,20171,Ingeniería Civil,M,3,4.2,1
20191,8935086,20171,Ingeniería Civil,M,3,3.2,1
20191,8935268,20171,Ingeniería Civil,F,3,3.6,1
20191,8934551,20171,Ingeniería Civil,M,3,3.6,1
20191,8934928,20171,Ingeniería Civil,M,3,4.2,1
20191,8934274,20171,Ingeniería Civil,M,3,3.3,1
20191,8935214,20171,Ingeniería Civil,F,3,3.0,1
20191,8919690,20161,Ingeniería Electrónica,M,3,2.6,1
20191,8931965,20172,Ingeniería Civil,M,3,3.0,1
20191,8931328,20162,Ingeniería Civil,F,3,4.4,2
20191,8924354,20161,Ingeniería Civil,M,3,3.6,2
20191,8934728,20171,Ingeniería Civil,M,3,4.1,1
20191,8935270,20171,Ingeniería Civil,M,3,2.1,1
20191,8918715,20161,Ingeniería Electrónica,M,3,2.9,1
20191,8934946,20171,Ingeniería Civil,M,3,3.0,1
20191,8918234,20161,Ingeniería Civil,M,3,2.8,1
20191,8935580,20171,Ingeniería Civil,M,3,3.8,1
20191,5435562,20151,Ingeniería Electrónica,M,3,2.5,1
20191,8934580,20171,Ingeniería Civil,M,3,3.3,1
20191,8936111,20171,Ingeniería Civil,F,3,3.4,1
20191,8935284,20171,Ingeniería de Sistemas,M,3,2.5,1
20191,6272752,20161,Negocios Internacionales,M,3,2.1,1
20191,8935601,20171,Ingeniería de Sistemas,M,3,3.8,1
20191,8911667,20161,Negocios Internacionales,M,3,3.2,1
20191,8935867,20171,Ingeniería de Sistemas,F,3,3.2,1
20191,8912185,20162,Negocios Internacionales,M,3,2.5,1
20191,8934841,20171,Ingeniería de Sistemas,M,3,3.0,1
20191,8935155,20171,Ingeniería de Sistemas,M,3,3.3,1
20191,8936235,20171,Ingeniería de Sistemas,M,3,3.9,1
20191,8935103,20171,Ingeniería de Sistemas,M,3,2.0,1
20191,8936201,20171,Ingeniería de Sistemas,M,3,3.5,1
20191,8923671,20161,Ingeniería Electrónica,M,3, ,1
20191,8931911,20162,Ingeniería de Sistemas,M,3,2.6,1
20191,8935404,20171,Ingeniería de Sistemas,M,3,2.2,1
20191,8936383,20171,Ingeniería Civil,M,3,2.1,1
20191,8935139,20171,Ingeniería de Sistemas,M,3,3.5,1
20191,8927002,20161,Ingeniería Civil,M,3, ,1
20191,8936404,20171,Ingeniería de Sistemas,M,3,2.4,1
20191,5273941,20151,Ingeniería Electrónica,M,3,2.0,1
20191,8935202,20171,Ingeniería de Sistemas,M,3,3.1,1
20191,8912325,20152,Ingeniería Civil,M,3,2.1,1
20191,8935861,20171,Ingeniería de Sistemas,M,3,2.1,1
20191,8925788,20161,Ingeniería Civil,M,3,2.3,2
20191,8934985,20171,Ingeniería de Sistemas,F,3,3.0,1
20191,8912447,20152,Negocios Internacionales,M,3,2.1,1
20191,8922667,20161,Ingeniería Civil,M,3,1.0,1
20191,8912500,20161,Negocios Internacionales,M,3,2.2,1
20191,8935822,20171,Negocios Internacionales,M,3,2.1,1
20191,8924142,20161,Ingeniería Electrónica,M,3,3.0,1
20191,6039120,20161,Ingeniería Civil,F,3,2.3,1
20191,6035128,20151,Negocios Internacionales,F,3,3.1,1
20191,8930405,20162,Negocios Internacionales,M,3,4.3,1
20191,8931964,20162,Negocios Internacionales,M,3,3.0,1
20191,8938910,20172,Negocios Internacionales,F,3,3.3,1
20191,8918235,20161,Ingeniería Electrónica,M,3,3.5,1
20191,5902208,20171,Negocios Internacionales,F,3, ,1
20191,8938335,20172,Negocios Internacionales,M,3,3.2,1
20191,8931714,20162,Negocios Internacionales,F,3,2.0,1
20191,8931337,20162,Negocios Internacionales,M,3,3.9,1
20191,8931980,20162,Negocios Internacionales,M,3,3.6,1
20191,8934934,20171,Ingeniería Civil,M,3,4.7,1
20191,8939488,20172,Negocios Internacionales,M,3,3.4,1
20191,8935382,20171,Negocios Internacionales,F,3,3.9,1
20191,8938164,20172,Negocios Internacionales,M,3,4.0,1
20191,6074644,20172,Negocios Internacionales,M,3,4.3,1
20191,8933170,20171,Negocios Internacionales,M,3,3.1,1
20191,8937667,20172,Negocios Internacionales,F,3,3.6,1
20191,8931732,20162,Negocios Internacionales,F,3,4.3,1
20191,8940316,20172,Negocios Internacionales,F,3,3.7,1
20191,8922181,20161,Ingeniería Civil,M,3,3.6,1
20191,8940734,20172,Negocios Internacionales,M,3,3.0,1
20191,8929913,20162,Negocios Internacionales,M,3,3.2,1
20191,8935212,20171,Ingeniería Civil,M,3,4.0,1
20191,8931918,20162,Negocios Internacionales,F,3,3.4,1
20191,8923407,20162,Negocios Internacionales,M,3,4.0,1
20191,8911022,20152,Negocios Internacionales,F,3,3.0,1
20191,8911622,20152,Negocios Internacionales,M,3,1.8,1
20191,8939092,20172,Negocios Internacionales,F,3,4.4,1
20191,8939904,20172,Biología,F,3,3.7,1
20191,8911301,20162,Biología,M,3,3.1,1
20191,8931613,20162,Ingeniería Electrónica,M,3,2.3,1
20191,8932174,20162,Negocios Internacionales,F,3,4.0,1
20191,2178722,20142,Ingeniería Electrónica,M,3,3.0,2
20191,8911780,20162,Negocios Internacionales,F,3,4.5,1
20191,8918479,20161,Ingeniería Electrónica,M,3,3.7,1
20191,8931815,20162,Ingeniería Electrónica,F,3,4.8,1
20191,8930783,20162,Ingeniería Electrónica,M,3,4.0,1
20191,8932806,20162,Ingeniería Civil,M,3,3.6,1
20191,8935129,20171,Ingeniería Civil,M,3,4.2,1
20191,8934877,20171,Ingeniería Civil,F,3,4.1,1
20191,8935430,20171,Ingeniería Civil,F,3,4.0,1
20191,5458294,20151,Ingeniería Electrónica,M,3,3.4,1
20191,5318077,20151,Ingeniería Civil,F,3,3.1,1
20191,8935038,20172,Ingeniería Civil,M,3,3.5,1
20191,8935006,20171,Ingeniería Civil,M,3,3.8,1
20191,8911717,20152,Negocios Internacionales,F,3,3.5,3
20191,6120239,20151,Ingeniería Civil,M,3,4.2,2
20191,8923209,20161,Ingeniería Civil,M,3,3.6,1
20191,8912736,20162,Ingeniería Electrónica,M,3,3.2,1
20191,8932111,20162,Ingeniería de Sistemas,M,3,3.5,1
20191,2315775,20142,Ingeniería Civil,M,3,3.4,2
20191,8926566,20171,Ingeniería Civil,F,3,3.2,1
20191,8939464,20182,Ingeniería Civil,M,3,2.6,1
20191,8934670,20171,Ingeniería Civil,F,3,3.9,1
20191,8932457,20171,Ingeniería Civil,F,3,3.4,1
20191,8923069,20161,Ingeniería Civil,M,3,3.3,1
20191,8935467,20171,Biología,F,3, ,2
20191,8940230,20172,Ingeniería Electrónica,M,3,5.0,1
20191,8912087,20161,Ingeniería Civil,M,3,3.3,1
20191,8923923,20162,Ingeniería Civil,M,3,3.0,1
20191,8923262,20161,Ingeniería Electrónica,M,3,3.7,1
20191,8929586,20162,Ingeniería Electrónica,M,3,3.8,1
20191,8934744,20171,Ingeniería Civil,M,3,4.4,1
20191,8936138,20171,Ingeniería Civil,M,3,3.1,1
20191,8935158,20171,Ingeniería Civil,M,3,3.6,2
20191,8924895,20162,Ingeniería Electrónica,M,3,3.7,2
20191,2114480,20171,Ingeniería Civil,M,3,3.3,3
20191,8922306,20161,Ingeniería Electrónica,M,3,4.7,1
20191,8934626,20171,Ingeniería Civil,F,3,3.8,1
